Title,Authors,Year,Citation_Count,Venue,Link,Abstract,Relevance_Score,Is_Relevant,Relevance_Explanation,Key_Topics,Confidence,Analysis_Status,Search_Keyword,Scraped_At
Challenges and future directions of training program for AI literacy of K-12 teachers in Korea,J Ryu,2024.0,2,"S Lee, Y Jeong, J Ryu",https://www.learntechlib.org/primary/p/224317/,… AI digital competencies among current and prospective teachers responsible for K-12 education … personalized student development by bolstering AI digital literacy among all educators …,0.9,True,"The paper directly addresses AI literacy training for K-12 teachers, explicitly linking AI and education within the K-12 context through its focus on competencies, personalized development, and educator preparation.",AI literacy training; K-12 teacher education; AI digital competencies; personalized student development; educator professional development,0.95,success,"K12 education, AI, education",2025-08-31T00:42:07.011758
An instrument for measuring teachers' trust in AI-based educational technology,T Nazaretsky; M Cukurova; G Alexandron,2022.0,182,"T Nazaretsky, M Cukurova, G Alexandron",https://dl.acm.org/doi/abs/10.1145/3506860.3506866,"… into K-12 education. However, little research has been conducted on the trust and attitudes of K-12 teachers regarding the use and adoption of AI-based Educational Technology (…",0.9,True,"The paper directly addresses K-12 education and AI-based educational technology, focusing on teacher trust and adoption, which are central to integrating AI in education.",K-12 education; AI-based educational technology; teacher trust; technology adoption; educational measurement,0.95,success,"K12 education, AI, education",2025-08-31T00:42:07.011761
K-12 STEM Teachers' Experiences with Artificial Intelligence,C Tendai,2025.0,1,"A Azzam, C Tendai",https://www.ceeol.com/search/article-detail?id=1320492,"… to add to the discourse on AI in education by investigating the perspectives of K-12 STEM educators … The research question guiding this study is ""How do K-12 STEM teachers adopt and …",0.9,True,"The paper directly investigates AI adoption by K-12 STEM teachers, aligning perfectly with the keyword's focus on K12 education and AI in educational contexts.",K-12 STEM education; AI adoption in classrooms; teacher perspectives on AI; AI integration in teaching; educational technology implementation,0.95,success,"K12 education, AI, education",2025-08-31T00:42:07.011765
A systematic literature review of game-based learning in Artificial Intelligence education,B Zhong,2024.0,81,"Z Zhan, Y Tong, X Lan, B Zhong",https://www.tandfonline.com/doi/abs/10.1080/10494820.2022.2115077,"… educational game, let alone game taxonomy for AI education, … of AI education, and classified the games in AI education into … implemented in higher education than K-12 education, and …",0.6,True,"The paper focuses on AI education and explicitly mentions K-12 education in its abstract, though it notes that implementations are more common in higher education than K-12, indicating moderate direct relevance with some limitation in application domain focus.",AI education; game-based learning; K-12 education; educational games; systematic review,0.9,success,"K12 education, AI, education",2025-08-31T00:42:07.011768
"Benefits, challenges, and methods of artificial intelligence (AI) chatbots in education: A systematic literature review.",S Gökçearslan; C Tosun,2024.0,122,"S Gökçearslan, C Tosun, ZG Erdemir",https://eric.ed.gov/?id=EJ1415037,"… K12 schools, educational organizations, and researchers. The aim of this research is to review the research on AI chatbots by restricting it to the category of education … in the educational …",0.9,True,"The paper directly addresses AI chatbots in education, explicitly mentions K12 schools in its abstract, and systematically reviews AI applications within educational contexts.",AI chatbots in education; K12 educational applications; systematic literature review of AI; benefits and challenges of AI in schools; educational technology integration,0.95,success,"K12 education, AI, education",2025-08-31T00:42:07.011771
"To advance AI use in education, focus on understanding educators",RF Kizilcec,2024.0,149,RF Kizilcec,https://link.springer.com/article/10.1007/s40593-023-00351-4,"… beneficial AI has identified a core set of five ethical principles for AI … Explainable AI in education is therefore more than just a … be traced back to a lack of explainable AI, or if it is related to …",0.7,True,"The paper focuses on AI in education, specifically addressing explainable AI and ethical principles, which are directly applicable to K12 contexts even if not explicitly named, as these are universal educational concerns.",Explainable AI; Ethical principles in AI; Educator understanding; AI transparency; Educational technology integration,0.8,success,"K12 education, AI, education",2025-08-31T00:42:07.011774
Research on school-based AI curriculum design and practice for cultivating computational thinking in high school students,,2025.0,1,"J Liu, J Ma, S Li",https://link.springer.com/article/10.1007/s10639-024-13115-x,"… -based AI education in senior high schools, expecting to inspire educators' teaching practice in AI education and to catalyze the development of computational thinking across K-12 …",0.9,True,"The paper directly addresses AI curriculum design and computational thinking cultivation within K-12 education, explicitly targeting high school students and referencing K-12 development.",AI curriculum design; computational thinking; K-12 education; school-based education; teaching practice,0.95,success,"K12 education, AI, education",2025-08-31T00:42:07.011777
AI Literacy for Underserved Students: Leveraging Cultural Capital from Underserved Communities for AI Education Research,HR Lee,2025.0,4,"HJ Cao, K Choi, C Park, HR Lee",https://dl.acm.org/doi/abs/10.1145/3706598.3713173,"… the need for AI literacy education for K-12 students has grown… review of existing K-12 AI literacy programs and fndings from … AI education, we decided to teach a few core features of AI …",0.9,True,The paper directly addresses K-12 AI education through its focus on AI literacy programs and curriculum development for underserved student populations.,K-12 AI literacy; AI education programs; underserved student communities; cultural capital in education; core AI features teaching,0.95,success,"K12 education, AI, education",2025-08-31T00:42:07.011780
Investigating dialogic interaction in K12 online one-on-one mathematics tutoring using AI and sequence mining techniques,D Wang; D Shan; B Kao; C Zhang,2024.0,3,"D Wang, D Shan, R Ju, B Kao, C Zhang…",https://link.springer.com/article/10.1007/s10639-024-13195-9,… of dialogic interactions within this educational setting are not … and leveraged advanced artificial intelligence techniques to … dialogs within K-12 mathematics education and obtained …,0.9,True,"The paper directly addresses K12 education through its focus on mathematics tutoring, explicitly uses AI techniques for analysis, and centers on educational dialogic interactions.",K12 mathematics education; AI techniques; dialogic interaction analysis; online one-on-one tutoring; sequence mining,0.95,success,"K12 education, AI, education",2025-08-31T00:42:07.011783
Artificial intelligence in education research during 2013–2023: A review based on bibliometric analysis,X Zhai,2024.0,74,"S Guo, Y Zheng, X Zhai",https://link.springer.com/article/10.1007/s10639-024-12491-8,"… education compared to K-12 education. Fifteen research trends emerged from the analysis, such as Educational … The major implementations of AI include educational robots, automated …",0.7,True,"The paper explicitly addresses AI in education, including K-12 as a comparative context, and covers implementations like educational robots that are applicable to K-12 settings.",AI in education; K-12 education comparison; educational robots; bibliometric analysis; research trends,0.9,success,"K12 education, AI, education",2025-08-31T00:42:07.011786
