Title,Authors,Year,Citation_Count,Venue,Link,Abstract,Relevance_Score,Relevance_Explanation,Key_Topics,Confidence
Teaching tech to talk: K-12 conversational artificial intelligence literacy curriculum and development tools,J Van Brummelen,2021.0,133,"J Van Brummelen, T Heng…",https://ojs.aaai.org/index.php/AAAI/article/view/17844,"… In this work, we build on K-12 AI curriculum from (Van Brummelen 2019), in which students develop … Additionally, to democratize AI education, K-12 teachers need to be empowered to …",0.95,"The paper directly focuses on developing AI literacy curriculum and tools specifically for K-12 education, with explicit mentions of K-12 AI education and teacher empowerment in this domain.",K-12 AI curriculum; conversational AI literacy; teacher empowerment; democratizing AI education; development tools,0.98
AI education for K-12: a survey,N Wang; J Lester,2023.0,6,"N Wang, J Lester",https://link.springer.com/chapter/10.1007/978-3-031-36336-8_6,"… on AI education programs that engage K-12 students in hands-on experience to learn AI, and … This survey on the current research in K-12 AI education is an attempt to serve as a starting …",0.95,"The paper directly focuses on AI education programs for K-12 students, aligning perfectly with the keyword's components of K12 education, AI, and education through its survey methodology and conceptual emphasis.",K-12 AI education; hands-on learning experiences; survey of current research; educational programs; student engagement,0.98
A literature review of AI education for K-12,,2022.0,11,L Li,https://journalhosting.ucalgary.ca/index.php/cjnse/article/view/76563,"… the evolution of AI education for grades K-12. It provides context for … K12 students. As part of our research, this literature review investigates the evolution of AI education for grades K-12, …",0.95,"The paper directly focuses on AI education within K-12 settings, aligning perfectly with all components of the keyword by reviewing the evolution and context of AI education for grades K-12.",AI education evolution; K-12 curriculum integration; literature review methodology; educational context for AI; student learning in AI,0.98
Impact. AI: Democratizing AI through K-12 artificial intelligence education,R Williams,2024.0,8,R Williams,https://search.proquest.com/openview/ced5fee3fd244262b24bb28d1c26585c/1?pq-origsite=gscholar&cbl=18750&diss=y,"… informed advocates of AI. Next, I consider, “How should we design AI curricula for K-12 students and educators?"" and share how I iteratively developed AI education tools and curricula …",0.95,"The paper directly focuses on developing AI curricula and tools specifically for K-12 education, aligning perfectly with all three keywords.",K-12 AI education; AI curriculum design; democratizing AI; educational tools development; teacher training in AI,0.98
Teaching machine learning in K–12 classroom: Pedagogical and technological trajectories for artificial intelligence education,M Tedre; T Toivonen; J Kahila; H Vartiainen,2021.0,320,"M Tedre, T Toivonen, J Kahila, H Vartiainen…",https://ieeexplore.ieee.org/abstract/document/9490241/,"… In K–12 education, most AI-related initiatives have historically been concerned with 1) AI-based tools to support learning, 2) AI-based tools for studying learning processes, and 3) AI to …",0.95,"The paper directly addresses the integration of AI in K-12 education, focusing on pedagogical and technological approaches, which aligns perfectly with the keyword's scope.",AI education in K-12; pedagogical strategies for AI; machine learning teaching; AI-based learning tools; K-12 curriculum development,0.98
An investigation of barriers to Hong Kong K-12 schools incorporating Artificial Intelligence in education,T Wang,2021.0,174,"T Wang, ECK Cheng",https://www.sciencedirect.com/science/article/pii/S2666920X21000254,"… number of K-12 schools are … from AI, Learning about AI, and Learning with AI. A collective case study, which examined the perceived barriers to AIED incorporation in Hong Kong K-12 …",0.95,"The paper directly investigates the integration of artificial intelligence in K-12 educational settings, explicitly addressing both AI and education within the K-12 context through empirical research on barriers to implementation.",K-12 education; Artificial Intelligence in education; Barriers to AI adoption; Hong Kong educational context; Case study methodology,0.98
Introducing artificial intelligence and machine learning in K12 education to foster 21st century skills: from theory to practice,S Larghi,2024.0,2,"A Mazzucato, S Larghi",https://www.iris.unina.it/handle/11588/959296,"… elements from the maker movement and the educational robotics platforms. The output of this … the introduction of Artificial Intelligence and Machine Learning in K12 school curricula, …",0.95,"The paper directly focuses on integrating AI and machine learning into K12 education curricula, aligning perfectly with the keyword's core themes of K12 education and AI in education.",Artificial Intelligence in K12; Machine Learning education; 21st century skills development; Curriculum integration; Educational robotics and maker movement,0.98
Broadening artificial intelligence education in K-12: Where to start?,GKW Wong; X Ma; P Dillenbourg,2020.0,268,"GKW Wong, X Ma, P Dillenbourg, J Huan",https://dl.acm.org/doi/abs/10.1145/3381884,"… in K-12 education? To begin with, it could be oriented through building a clear scope of AI literacy for K-12, and categorized into three dimensions: AI concepts, AI applications, and …",0.95,"The paper directly addresses AI education in K-12 settings, focusing on AI literacy dimensions and curriculum development, which aligns perfectly with the keyword's focus on K12 education and AI integration.",AI literacy; K-12 curriculum; AI concepts; AI applications; educational scope,0.98
… centered learning and teaching framework using generative artificial intelligence for self-regulated learning development through domain knowledge learning in K–12 …,SC Kong; Y Yang,2024.0,112,"SC Kong, Y Yang",https://ieeexplore.ieee.org/abstract/document/10507034/,"… the United Nations Educational, Scientific … AI in education. However, there is a noticeable gap in the use of these frameworks to implement generative AI practically in K–12 educational …",0.95,"The paper directly addresses the integration of generative AI in K-12 education for self-regulated learning, aligning perfectly with all three keywords.",generative AI in education; K-12 curriculum integration; self-regulated learning development; practical AI implementation frameworks; domain knowledge acquisition,0.98
Where generative AI fits within and in addition to existing AI K12 education interactions: industry and research perspectives,X Miao; S Monroe,2024.0,7,"X Miao, R Brooker, S Monroe",https://link.springer.com/chapter/10.1007/978-981-99-9379-6_17,"… AI in K12 education, its applications, research and development, benefits and concerns. It maps key AI education applications and predominant AIED research efforts into the AI × Ed …",0.95,"The paper directly addresses the intersection of AI and K12 education, examining applications, research, and development within this specific context, aligning perfectly with the keyword's scope.",generative AI in K12; AI education applications; AIED research; benefits and concerns of AI; industry and academic perspectives,0.98
